"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","MYS","Malaysia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","71.02","C, 2, 7","50.43","C, 3, 8","","","","","78.13","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","MYS","Malaysia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","59.66","C, 2, 7","45.92","C, 3, 8","","","","","73.45","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","SGP","Singapore","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","98.90","C, 2, 7","","","","","","","98.93","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","SGP","Singapore","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","99.52","C, 2, 7","","","","","","","99.27","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","SGP","Singapore","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","98.30","C, 2, 7","","","","","","","98.62","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","THA","Thailand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","61.70","C, 2, 7","50.26","C, 3, 8","","","","","46.22","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","THA","Thailand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","66.75","C, 2, 7","53.66","C, 3, 8","","","","","46.91","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","THA","Thailand","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","55.57","C, 2, 7","45.94","C, 3, 8","","","","","45.32","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","VNM","Viet Nam","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","85.75","C, 3, 8","","","","","80.90","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","VNM","Viet Nam","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","85.73","C, 3, 8","","","","","82.51","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","MDG_SEAS","VNM","Viet Nam","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","85.78","C, 3, 8","","","","","79.21","C, 6, 8"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","76.38","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","73.77","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","79.11","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","BHR","Bahrain","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","53.49","C, 2, 7","","","","","","","74.53","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","BHR","Bahrain","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","63.66","C, 2, 7","","","","","","","79.86","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_LSC_MATH","SD","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","BHR","Bahrain","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","43.44","C, 2, 7","","","","","","","69.63","C, 6, 7"
